,SCH_NAME,de_total_enrollment,LEA_STATE,LEA_STATE_NAME,LEAID,LEA_NAME,SCHID,COMBOKEY,JJ,SCH_GRADE_PS,SCH_GRADE_KG,SCH_GRADE_G01,SCH_GRADE_G02,SCH_GRADE_G03,SCH_GRADE_G04,SCH_GRADE_G05,SCH_GRADE_G06,SCH_GRADE_G07,SCH_GRADE_G08,SCH_GRADE_G09,SCH_GRADE_G10,SCH_GRADE_G11,SCH_GRADE_G12,SCH_GRADE_UG,SCH_UGDETAIL_HS,SCH_STATUS_SPED,SCH_STATUS_MAGNET,SCH_STATUS_CHARTER,SCH_STATUS_ALT,SCH_ENR_HI_M,SCH_ENR_HI_F,SCH_ENR_AM_M,SCH_ENR_AM_F,SCH_ENR_AS_M,SCH_ENR_AS_F,SCH_ENR_HP_M,SCH_ENR_HP_F,SCH_ENR_BL_M,SCH_ENR_BL_F,SCH_ENR_WH_M,SCH_ENR_WH_F,SCH_ENR_TR_M,SCH_ENR_TR_F,TOT_ENR_M,TOT_ENR_F,SCH_ENR_LEP_M,SCH_ENR_LEP_F,SCH_ENR_IDEA_M,SCH_ENR_IDEA_F,SCH_DUAL_IND,SCH_DUALENR_HI_M,SCH_DUALENR_HI_F,SCH_DUALENR_AM_M,SCH_DUALENR_AM_F,SCH_DUALENR_AS_M,SCH_DUALENR_AS_F,SCH_DUALENR_HP_M,SCH_DUALENR_HP_F,SCH_DUALENR_BL_M,SCH_DUALENR_BL_F,SCH_DUALENR_WH_M,SCH_DUALENR_WH_F,SCH_DUALENR_TR_M,SCH_DUALENR_TR_F,TOT_DUALENR_M,TOT_DUALENR_F,SCH_DUALENR_LEP_M,SCH_DUALENR_LEP_F,SCH_DUALENR_IDEA_M,SCH_DUALENR_IDEA_F,SCH_APENR_IND,SCH_APENR_HI_M,SCH_APENR_HI_F,SCH_APENR_AM_M,SCH_APENR_AM_F,SCH_APENR_AS_M,SCH_APENR_AS_F,SCH_APENR_HP_M,SCH_APENR_HP_F,SCH_APENR_BL_M,SCH_APENR_BL_F,SCH_APENR_WH_M,SCH_APENR_WH_F,SCH_APENR_TR_M,SCH_APENR_TR_F,TOT_APENR_M,TOT_APENR_F,SCH_APENR_LEP_M,SCH_APENR_LEP_F,SCH_APENR_IDEA_M,SCH_APENR_IDEA_F,SCH_IBENR_IND,SCH_IBENR_HI_M,SCH_IBENR_HI_F,SCH_IBENR_AM_M,SCH_IBENR_AM_F,SCH_IBENR_AS_M,SCH_IBENR_AS_F,SCH_IBENR_HP_M,SCH_IBENR_HP_F,SCH_IBENR_BL_M,SCH_IBENR_BL_F,SCH_IBENR_WH_M,SCH_IBENR_WH_F,SCH_IBENR_TR_M,SCH_IBENR_TR_F,TOT_IBENR_M,TOT_IBENR_F,SCH_IBENR_LEP_M,SCH_IBENR_LEP_F,SCH_IBENR_IDEA_M,SCH_IBENR_IDEA_F,combokey,TITLEI,LEAID_nces,LEA_NAME_nces,SCHID_nces,SCH_NAME_nces,SCH_TYPE_TEXT,SCH_TYPE,LEVEL,VIRTUAL,GSLO,GSHI,NMCNTY15,LOCALE15,LAT1516,LON1516
192,IDAHO DISTANCE EDUCATION ACADEMY,35,ID,IDAHO,1600172,IDAHO DISTANCE EDUCATION ACADEMY DISTRICT,846,='160017200846',No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,-9,No,No,Yes,No,32,17,5,2,2,2,2,2,5,8,245,284,0,0,291,315,0,0,31,19,Yes,2,2,0,0,0,0,0,0,0,0,14,17,0,0,16,19,0,0,0,0,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,='160017200846',Yes,1600172,IDAHO DISTANCE EDUCATION ACADEMY DISTRICT,846,IDAHO DISTANCE EDUCATION ACADEMY,Regular School,1,4,No,PK,12,Latah County,43,46.79621,-116.556821
193,iForward,35,WI,WISCONSIN,5505670,Grantsburg School District,2704,='550567002704',No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,-9,No,No,Yes,No,11,35,11,11,2,5,2,0,14,32,140,257,8,14,188,354,5,2,34,40,Yes,2,2,0,0,0,2,0,0,0,2,5,20,0,2,7,28,0,0,2,0,Yes,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,='550567002704',Yes,5505670,Grantsburg School District,2704,iForward,Regular School,1,4,Yes,6,12,Burnett County,43,45.77536,-92.675921
195,Arthur-Lovington-Atwood-Hammond,35,IL,ILLINOIS,1704260,Arthur CUSD 305,121,='170426000121',No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,No,-9,Yes,No,No,No,5,0,0,2,0,0,0,0,0,0,116,146,5,2,126,150,0,0,19,13,Yes,2,0,0,0,0,0,0,0,0,0,14,17,0,2,16,19,0,0,0,0,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,='170426000121',No,1704260,Arthur CUSD 305,121,Arthur-Lovington-Atwood-Hammond,Regular School,1,3,No,9,12,Douglas County,42,39.70964,-88.470018
219,Gates Secondary School,29,WA,WASHINGTON,5302940,Franklin Pierce School District,1769,='530294001769',No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,-9,No,No,No,No,11,26,0,5,5,2,5,8,8,2,35,32,5,14,69,89,2,2,10,4,Yes,2,5,0,2,2,0,0,0,2,2,5,5,2,2,13,16,0,0,2,2,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,='530294001769',Yes,5302940,Franklin Pierce School District,1769,Gates Secondary School,Alternative Education School,4,3,Missing,8,12,Pierce County,21,47.13796,-122.443921
197,CANON ONLINE ACADEMY,34,CO,COLORADO,802790,Fremont Re-1,6536,='080279006536',No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,No,-9,No,No,No,No,2,2,0,0,0,0,0,0,0,0,17,20,0,2,19,24,0,0,0,0,Yes,2,2,0,0,0,0,0,0,0,0,11,17,0,2,13,21,0,0,0,0,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,='080279006536',No,802790,Fremont Re-1,6536,CANON ONLINE ACADEMY,Regular School,1,4,Yes,6,12,Fremont County,32,38.453557,-105.214445
221,A. G. A. P. E. TEEN PARENT,29,MN,MINNESOTA,2733840,ST. PAUL PUBLIC SCHOOL DISTRICT,1052,='273384001052',No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,-9,No,No,No,No,0,14,0,2,0,26,0,0,0,26,0,2,0,8,0,78,0,20,0,10,Yes,0,8,0,0,0,11,0,0,0,8,0,0,0,2,0,29,0,5,0,0,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,='273384001052',Yes,2733840,ST. PAUL PUBLIC SCHOOL DISTRICT,1052,A. G. A. P. E. TEEN PARENT,Alternative Education School,4,4,No,5,12,Ramsey County,11,44.955841,-93.143889
228,Hillcrest at Youth Services Center,28,CA,CALIFORNIA,691033,San Mateo County Office of Education,9248,='069103309248',Yes,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,No,-9,No,No,No,No,44,5,0,0,2,0,5,0,2,0,5,2,2,0,60,7,23,2,19,0,Yes,17,2,0,0,0,0,5,0,2,0,2,0,0,0,26,2,0,2,0,0,-9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,='069103309248',Yes,691033,San Mateo County Office of Education,9248,Hillcrest at Youth Services Center,Alternative Education School,4,4,No,5,12,San Mateo County,21,37.513287,-122.337416
202,MAUMELLE CHARTER HIGH SCHOOL,33,AR,ARKANSAS,500059,ACADEMICS PLUS CHARTER SCHOOL,741,='050005900741',No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,-9,No,No,Yes,No,14,11,2,0,2,8,2,0,35,26,137,119,2,0,194,164,0,0,22,10,Yes,0,2,0,0,0,2,0,0,2,5,8,14,0,0,10,23,0,0,0,0,Yes,2,2,0,0,2,2,0,0,2,5,20,17,0,0,26,26,0,0,2,0,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,='050005900741',Yes,500059,ACADEMICS PLUS CHARTER SCHOOL,741,ACADEMICS PLUS HIGH CHARTER SCHOOL,Regular School,1,4,Missing,6,12,Pulaski County,21,34.865283,-92.405
203,HERMITAGE ELEM.,33,MO,MISSOURI,2914310,HERMITAGE R-IV,648,='291431000648',No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,-9,No,No,No,No,2,2,0,0,0,2,0,0,2,2,131,131,0,0,135,137,0,0,16,10,Yes,0,0,0,0,0,2,0,0,0,0,14,17,0,0,14,19,0,0,0,0,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,='291431000648',Yes,2914310,HERMITAGE R-IV,648,HERMITAGE ELEM.,Regular School,1,1,No,PK,5,Hickory County,43,37.940143,-93.312271
204,HERMITAGE MIDDLE,33,MO,MISSOURI,2914310,HERMITAGE R-IV,1964,='291431001964',No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,-9,No,No,No,No,2,2,0,0,0,2,0,0,2,2,131,131,0,0,135,137,0,0,16,10,Yes,0,0,0,0,0,2,0,0,0,0,14,17,0,0,14,19,0,0,0,0,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,='291431001964',Yes,2914310,HERMITAGE R-IV,1964,HERMITAGE MIDDLE,Regular School,1,2,No,6,8,Hickory County,43,37.940143,-93.312271
0,CASCADES HIGH SCHOOL,33,NY,NEW YORK,3620580,NEW YORK CITY PUBLIC SCHOOLS,3352,='362058003352',No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,-9,No,No,No,No,53,74,2,2,2,5,2,2,32,47,8,8,0,0,99,138,2,5,13,7,Yes,8,11,0,0,2,2,0,0,2,8,0,0,0,0,12,21,0,0,0,0,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,4,3,No,9,12,New York County,11,40.722406,-73.990609
224,VISTA ACADEMY,28,CO,COLORADO,803360,School District No. 1 in the county of Denver and State of C,6514,='080336006514',No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,-9,No,No,No,Yes,101,86,0,2,2,0,0,2,38,35,11,5,5,2,157,132,59,56,16,16,Yes,11,11,0,0,2,0,0,0,0,2,2,0,0,0,15,13,2,2,0,2,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,='080336006514',Yes,803360,School District No. 1 in the county of Denver and State of C,6514,VISTA ACADEMY,Alternative Education School,4,4,No,6,12,Denver County,11,39.7857,-104.779911
206,Applied Technology High School,32,NJ,NEW JERSEY,3401470,Bergen County Vocational Technical School District,3341,='340147003341',No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,-9,No,Yes,No,No,5,2,0,0,2,0,0,0,0,2,14,5,2,0,23,9,0,0,0,0,Yes,5,2,0,0,2,0,0,0,0,2,14,5,2,0,23,9,0,0,2,0,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,='340147003341',No,3401470,Bergen County Vocational Technical School District,3341,Applied Technology High School,Vocational Education School,3,3,No,9,12,Bergen County,21,40.919173,-74.085128
207,SPRINGS STUDIO FOR ACADEMIC EXCELLENCE,32,CO,COLORADO,803870,Falcon School District No. 49 in the county of El Paso and,6462,='080387006462',No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,-9,No,No,No,No,20,32,2,2,2,8,0,0,11,14,188,209,17,17,240,282,2,2,40,19,Yes,2,2,2,0,0,0,0,0,0,2,8,14,0,2,12,20,0,0,2,0,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,='080387006462',No,803870,Falcon School District No. 49 in the county of El Paso and,6462,SPRINGS STUDIO FOR ACADEMIC EXCELLENCE,Regular School,1,4,Yes,KG,12,El Paso County,21,38.86909,-104.713731
208,Morgan County Vocational Center,31,TN,TENNESSEE,4703090,Morgan County,1233,='470309001233',No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,-9,No,No,No,Yes,0,0,0,0,0,0,0,0,2,2,254,53,2,0,258,55,0,0,0,0,Yes,0,0,0,0,0,0,0,0,0,0,5,26,0,0,5,26,0,0,0,0,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,='470309001233',No,4703090,Morgan County,1233,Morgan County Vocational Center,Vocational Education School,3,3,No,9,12,Morgan County,42,36.099381,-84.551747
229,Off Campus,28,WA,WASHINGTON,5301080,Central Kitsap School District,2574,='530108002574',No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,-9,No,No,No,Yes,2,14,5,2,5,2,0,0,0,0,62,65,11,8,85,91,2,2,16,7,Yes,0,0,0,0,0,2,0,0,0,0,14,8,2,2,16,12,0,0,2,0,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,='530108002574',Yes,5301080,Central Kitsap School District,2574,Off Campus,Alternative Education School,4,4,Missing,KG,12,Kitsap County,13,47.646463,-122.697538
230,Gateway to College-Mott Community College,28,MI,MICHIGAN,2614520,Flint School District of the City of,8443,='261452008443',No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,-9,No,No,No,Yes,2,0,0,0,0,0,2,0,2,2,2,14,2,2,10,18,0,0,0,0,Yes,2,0,0,0,0,0,2,0,2,2,2,14,2,2,10,18,0,0,0,0,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,='261452008443',No,2614520,Flint School District of the City of,8443,Gateway to College-Mott Community College,Alternative Education School,4,3,No,9,12,Genesee County,13,43.02036,-83.672831
212,Riverside Education Academy,30,CT,CONNECTICUT,902790,NEW HAVEN SCHOOL DISTRICT,1550,='090279001550',No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,-9,Yes,No,No,No,14,8,0,0,0,0,0,0,23,26,5,2,2,0,44,36,5,5,19,7,Yes,2,2,0,0,0,0,0,0,14,8,2,2,0,0,18,12,0,2,5,0,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,='090279001550',No,902790,NEW HAVEN SCHOOL DISTRICT,1550,Riverside Education Academy,Special Education School,2,3,No,9,12,New Haven County,12,41.29369,-72.947461
231,Sterling Heights Senior H.S.,28,MI,MICHIGAN,2635190,Warren Consolidated Schools,7112,='263519007112',No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,-9,No,No,No,No,11,17,2,2,71,59,2,2,65,92,587,572,14,11,752,755,215,179,91,61,Yes,0,0,0,0,2,2,0,0,2,0,8,14,0,0,12,16,2,2,2,2,Yes,2,2,2,0,20,26,2,0,2,8,98,107,2,2,128,145,2,5,2,2,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,='263519007112',No,2635190,Warren Consolidated Schools,7112,Sterling Heights Senior H.S.,Alternative Education School,4,3,No,8,12,Macomb County,21,42.554008,-82.997141
234,Bishop Hall Charter School,27,GA,GEORGIA,1304890,Thomas County,2342,='130489002342',No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,No,-9,No,No,Yes,No,8,2,0,0,0,2,0,0,32,26,50,65,5,2,95,97,2,0,10,10,Yes,0,2,0,0,0,2,0,0,5,2,5,11,0,0,10,17,0,0,0,0,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,='130489002342',Yes,1304890,Thomas County,2342,Bishop Hall Charter School,Alternative Education School,4,3,No,8,12,Thomas County,32,30.857785,-83.953231
235,Salinas Community,27,CA,CALIFORNIA,691021,Monterey County Office of Education,10557,='069102110557',No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,No,-9,No,No,No,Yes,41,35,0,0,0,0,0,0,2,0,5,0,0,0,48,35,41,35,13,7,Yes,17,8,0,0,0,0,0,0,0,0,2,0,0,0,19,8,5,2,2,2,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,='069102110557',Yes,691021,Monterey County Office of Education,10557,Salinas Community,Alternative Education School,4,3,No,7,12,Monterey County,12,36.700737,-121.632767
220,California Virtual Academy @ Los Angeles,29,CA,CALIFORNIA,642000,West Covina Unified,12034,='064200012034',No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,-9,No,No,Yes,No,527,593,5,8,68,92,14,5,257,251,521,578,95,134,1487,1661,41,47,274,133,Yes,2,5,0,0,2,2,0,0,2,2,5,5,2,2,13,16,0,0,0,0,Yes,2,11,0,0,2,14,0,0,2,5,11,23,2,2,19,55,0,0,0,2,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,='064200012034',Yes,642000,West Covina Unified,12034,California Virtual Academy @ Los Angeles,Regular School,1,4,Yes,KG,12,Ventura County,22,34.27821,-118.788491
236,Internet Academy,27,WA,WASHINGTON,5302820,Federal Way School District,2638,='530282002638',No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,-9,No,No,No,No,11,23,0,2,2,14,0,2,11,11,80,104,8,17,112,173,2,5,0,0,Yes,2,2,0,2,0,2,0,0,2,2,5,8,0,2,9,18,0,2,0,0,Yes,0,0,0,0,0,0,0,0,0,0,2,2,0,0,2,2,0,0,0,0,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,='530282002638',Yes,5302820,Federal Way School District,2638,Internet Academy,Alternative Education School,4,4,Missing,PK,12,King County,21,47.31929,-122.298831
222,ASHDOWN HIGH SCHOOL,29,AR,ARKANSAS,502580,ASHDOWN SCHOOL DISTRICT,28,='050258000028',No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,-9,Yes,No,No,Yes,8,5,2,2,0,0,0,0,62,71,152,101,8,8,232,187,0,2,25,7,Yes,0,0,0,2,0,0,0,0,5,0,11,11,0,0,16,13,0,0,0,0,Yes,2,0,0,2,0,0,0,0,17,20,29,50,5,2,53,74,0,0,0,0,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,='050258000028',Yes,502580,ASHDOWN SCHOOL DISTRICT,28,ASHDOWN HIGH SCHOOL,Regular School,1,3,Missing,9,12,Little River County,32,33.670923,-94.120137
223,Helena High School,29,AL,ALABAMA,103030,Shelby County School System,2191,='010303002191',No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,-9,No,No,No,No,35,23,5,2,8,8,2,2,80,74,443,452,5,8,578,569,38,23,61,19,Yes,0,0,0,0,2,2,0,0,0,0,14,11,0,0,16,13,0,0,0,0,Yes,8,5,2,2,5,5,0,2,14,20,164,221,2,2,195,257,0,0,0,0,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,='010303002191',-9,103030,Shelby County,2191,Helena High School,Regular School,1,3,Yes,9,12,Shelby County,41,33.27564,-86.870714
237,SOUTHWEST H S,27,TX,TEXAS,4800125,SOUTHWEST SCHOOL,8249,='480012508249',No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,-9,No,No,Yes,No,122,137,0,0,0,0,0,0,2,5,2,0,0,0,126,142,41,47,10,10,Yes,5,20,0,0,0,0,0,0,0,2,0,0,0,0,5,22,0,2,0,0,Yes,17,29,0,0,0,0,0,0,0,0,0,0,0,0,17,29,0,2,0,0,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,='480012508249',Yes,4800125,SOUTHWEST SCHOOL,8249,SOUTHWEST H S,Alternative Education School,4,3,Missing,9,12,Harris County,11,29.72035,-95.49582
225,Holmes Junior High School,28,IA,IOWA,1906510,Cedar Falls Comm School District,224,='190651000224',No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,-9,No,No,No,No,11,8,0,2,11,11,0,2,14,11,233,248,17,14,286,296,0,2,52,31,Yes,0,0,0,0,0,0,0,0,2,0,14,5,5,2,21,7,0,0,0,0,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,='190651000224',Yes,1906510,Cedar Falls Comm School District,224,Holmes Junior High School,Regular School,1,2,No,7,9,Black Hawk County,13,42.533692,-92.471196
226,WALLACE JR/SR HIGH SCHOOL,28,ID,IDAHO,1603300,WALLACE DISTRICT,565,='160330000565',No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,-9,Yes,No,No,No,2,2,2,0,0,0,0,0,2,0,119,110,0,0,125,112,0,0,19,7,Yes,0,0,0,0,0,0,0,0,0,0,5,23,0,0,5,23,0,0,0,0,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,='160330000565',Yes,1603300,WALLACE DISTRICT,565,WALLACE JR/SR HIGH SCHOOL,Regular School,1,3,No,7,12,Shoshone County,33,47.473988,-115.927839
227,Van Buren Regional Technology Ctr,28,ME,MAINE,2311010,RSU 88/MSAD 24,176,='231101000176',No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,-9,No,No,No,No,0,0,0,0,0,0,0,0,0,0,20,8,0,0,20,8,0,0,0,0,Yes,0,0,0,0,0,0,0,0,0,0,20,8,0,0,20,8,0,0,2,2,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,='231101000176',No,2311010,RSU 88/MSAD 24,176,Van Buren Regional Technology Ctr,Vocational Education School,3,N,No,N,N,Aroostook County,43,47.160911,-67.941597
238,PERFORMANCE BASED PREPARATORY ACADEMY,27,FL,FLORIDA,1201770,ST. LUCIE,1079,='120177001079',No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,-9,No,No,No,Yes,17,23,0,0,0,2,0,0,62,62,29,20,5,2,113,109,5,5,16,10,Yes,5,2,0,0,0,0,0,0,11,2,5,2,0,0,21,6,0,0,2,0,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,='120177001079',Yes,1201770,ST. LUCIE,1079,PERFORMANCE BASED PREPARATORY ACADEMY,Alternative Education School,4,3,No,9,12,St. Lucie County,21,27.44295,-80.355041
240,ROCINANTE HIGH,27,NM,NEW MEXICO,3500990,FARMINGTON MUNICIPAL SCHOOLS,740,='350099000740',No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,-9,No,No,No,No,23,29,41,26,0,0,0,0,2,2,26,29,5,0,97,86,11,11,19,4,Yes,2,5,2,2,0,0,0,0,0,0,2,14,0,0,6,21,2,2,2,2,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,='350099000740',Yes,3500990,FARMINGTON MUNICIPAL SCHOOLS,740,ROCINANTE HIGH,Alternative Education School,4,3,No,9,12,San Juan County,13,36.759588,-108.163463
244,CENTENNIAL HIGH SCHOOL,26,CO,COLORADO,803990,Poudre School District R-1,517,='080399000517',No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,-9,No,No,No,Yes,17,20,2,2,2,0,0,0,2,2,62,44,2,2,87,70,0,0,10,4,Yes,0,5,0,2,2,0,0,0,0,0,8,5,2,2,12,14,0,0,2,0,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,='080399000517',No,803990,Poudre School District R-1,517,CENTENNIAL HIGH SCHOOL,Alternative Education School,4,3,No,9,12,Larimer County,12,40.578965,-105.073671
253,Marin Oaks High,25,CA,CALIFORNIA,627720,Novato Unified,4190,='062772004190',No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,-9,No,No,No,No,29,14,0,0,0,0,0,0,2,5,11,8,0,2,42,29,2,2,10,10,Yes,2,2,0,0,0,0,0,0,2,0,11,8,0,0,15,10,0,2,0,0,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,='062772004190',Yes,627720,Novato Unified,4190,Marin Oaks High,Alternative Education School,4,3,No,9,12,Marin County,21,38.09779,-122.576171
255,Greenville Senior High School,24,MI,MICHIGAN,2617160,Greenville Public Schools,5395,='261716005395',No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,-9,No,No,No,No,20,23,2,2,8,5,0,2,8,8,599,542,0,0,637,582,14,11,106,64,Yes,0,0,0,0,0,2,0,0,0,0,11,11,0,0,11,13,0,0,0,0,Yes,0,0,0,0,0,0,0,0,0,0,35,32,0,0,35,32,0,0,0,0,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,='261716005395',No,2617160,Greenville Public Schools,5395,Greenville Senior High School,Alternative Education School,4,3,No,8,12,Montcalm County,32,43.182109,-85.271894
