COMBOKEY,LEA_STATE,LEA_STATE_NAME,LEAID,LEA_NAME,SCHID,SCH_NAME,JJ,SCH_GRADE_PS,SCH_GRADE_KG,SCH_GRADE_G01,SCH_GRADE_G02,SCH_GRADE_G03,SCH_GRADE_G04,SCH_GRADE_G05,SCH_GRADE_G06,SCH_GRADE_G07,SCH_GRADE_G08,SCH_GRADE_G09,SCH_GRADE_G10,SCH_GRADE_G11,SCH_GRADE_G12,SCH_GRADE_UG,SCH_UGDETAIL_HS,SCH_STATUS_SPED,SCH_STATUS_MAGNET,SCH_STATUS_CHARTER,SCH_STATUS_ALT,SCH_ENR_HI_M,SCH_ENR_HI_F,SCH_ENR_AM_M,SCH_ENR_AM_F,SCH_ENR_AS_M,SCH_ENR_AS_F,SCH_ENR_HP_M,SCH_ENR_HP_F,SCH_ENR_BL_M,SCH_ENR_BL_F,SCH_ENR_WH_M,SCH_ENR_WH_F,SCH_ENR_TR_M,SCH_ENR_TR_F,TOT_ENR_M,TOT_ENR_F,SCH_ENR_LEP_M,SCH_ENR_LEP_F,SCH_ENR_IDEA_M,SCH_ENR_IDEA_F,SCH_DUAL_IND,SCH_DUALENR_HI_M,SCH_DUALENR_HI_F,SCH_DUALENR_AM_M,SCH_DUALENR_AM_F,SCH_DUALENR_AS_M,SCH_DUALENR_AS_F,SCH_DUALENR_HP_M,SCH_DUALENR_HP_F,SCH_DUALENR_BL_M,SCH_DUALENR_BL_F,SCH_DUALENR_WH_M,SCH_DUALENR_WH_F,SCH_DUALENR_TR_M,SCH_DUALENR_TR_F,TOT_DUALENR_M,TOT_DUALENR_F,SCH_DUALENR_LEP_M,SCH_DUALENR_LEP_F,SCH_DUALENR_IDEA_M,SCH_DUALENR_IDEA_F,SCH_APENR_IND,SCH_APENR_HI_M,SCH_APENR_HI_F,SCH_APENR_AM_M,SCH_APENR_AM_F,SCH_APENR_AS_M,SCH_APENR_AS_F,SCH_APENR_HP_M,SCH_APENR_HP_F,SCH_APENR_BL_M,SCH_APENR_BL_F,SCH_APENR_WH_M,SCH_APENR_WH_F,SCH_APENR_TR_M,SCH_APENR_TR_F,TOT_APENR_M,TOT_APENR_F,SCH_APENR_LEP_M,SCH_APENR_LEP_F,SCH_APENR_IDEA_M,SCH_APENR_IDEA_F,SCH_IBENR_IND,SCH_IBENR_HI_M,SCH_IBENR_HI_F,SCH_IBENR_AM_M,SCH_IBENR_AM_F,SCH_IBENR_AS_M,SCH_IBENR_AS_F,SCH_IBENR_HP_M,SCH_IBENR_HP_F,SCH_IBENR_BL_M,SCH_IBENR_BL_F,SCH_IBENR_WH_M,SCH_IBENR_WH_F,SCH_IBENR_TR_M,SCH_IBENR_TR_F,TOT_IBENR_M,TOT_IBENR_F,SCH_IBENR_LEP_M,SCH_IBENR_LEP_F,SCH_IBENR_IDEA_M,SCH_IBENR_IDEA_F,TITLEI,SCH_TYPE_TEXT,SCH_TYPE,LEVEL,VIRTUAL,GSLO,GSHI,NMCNTY15,LOCALE15,LAT1516,LON1516,Low_Grade_Above9,High_Grade_12
='362058003812',NY,NEW YORK,3620580,NEW YORK CITY PUBLIC SCHOOLS,3812,ANGELO PATRI MIDDLE SCHOOL (THE),No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,Yes,Yes,No,No,No,No,200,170,2,2,2,5,2,0,74,53,2,5,0,0,282,235,116,71,100,43,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,UG-Yes,No
='362058004070',NY,NEW YORK,3620580,NEW YORK CITY PUBLIC SCHOOLS,4070,IS 381,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,Yes,Yes,No,No,No,No,23,35,2,0,14,5,0,0,89,98,20,20,2,2,150,160,17,20,37,25,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,UG-Yes,No
='362058004079',NY,NEW YORK,3620580,NEW YORK CITY PUBLIC SCHOOLS,4079,BROOKLYN HIGH SCHOOL FOR LAW AND TECHNOLOGY,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,104,53,5,2,11,2,2,2,272,185,5,5,2,2,401,251,17,5,94,40,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,Yes,5,5,0,0,0,2,2,0,17,11,0,0,0,0,24,18,0,0,2,2,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,UG-Yes,Yes
='362058004186',NY,NEW YORK,3620580,NEW YORK CITY PUBLIC SCHOOLS,4186,STATEN ISLAND TECHNICAL HIGH SCHOOL,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,-9,No,No,No,No,29,26,0,2,296,242,2,2,8,11,389,269,2,2,726,554,0,0,13,-2,Yes,5,2,0,0,32,11,0,0,0,2,47,23,2,0,86,38,0,0,2,0,Yes,26,26,0,2,281,233,2,2,8,8,368,260,2,2,687,533,0,0,14,2,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Yes,Yes
='362058004305',NY,NEW YORK,3620580,NEW YORK CITY PUBLIC SCHOOLS,4305,A PHILIP RANDOLPH CAMPUS HIGH SCHOOL,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,476,398,2,2,38,35,2,5,185,245,14,8,14,17,731,710,80,62,133,64,Yes,2,5,0,0,0,2,0,2,5,5,0,0,2,0,9,14,0,0,2,0,Yes,50,62,0,0,5,14,0,2,14,56,2,2,0,2,71,138,0,2,0,2,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,UG-Yes,Yes
='362058004312',NY,NEW YORK,3620580,NEW YORK CITY PUBLIC SCHOOLS,4312,JOHN DEWEY HIGH SCHOOL,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,221,245,5,11,455,275,8,2,308,386,179,107,14,8,1190,1034,260,167,175,118,Yes,0,2,0,0,5,5,0,0,0,2,2,5,0,0,7,14,0,0,0,0,Yes,41,53,2,0,149,92,2,0,41,68,44,29,0,0,279,242,17,11,5,2,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,UG-Yes,Yes
='362058004402',NY,NEW YORK,3620580,NEW YORK CITY PUBLIC SCHOOLS,4402,MS 131,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,Yes,Yes,No,No,No,No,32,29,0,0,182,143,0,0,20,14,2,0,0,0,236,186,80,65,73,40,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,UG-Yes,No
='362058004410',NY,NEW YORK,3620580,NEW YORK CITY PUBLIC SCHOOLS,4410,MS 260 CLINTON SCHOOL WRITERS & ARTISTS,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,No,-9,No,No,No,No,11,26,2,2,17,35,0,0,5,17,62,182,8,8,105,270,2,2,25,40,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Yes,No
='362058004454',NY,NEW YORK,3620580,NEW YORK CITY PUBLIC SCHOOLS,4454,AMERICAN SIGN LANGUAGE & ENGLISH SECONDARY SCHOOL,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,44,74,0,0,2,2,0,0,11,38,5,8,2,2,64,124,2,8,22,22,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,Yes,14,17,0,0,2,0,0,0,5,11,2,2,0,0,23,30,0,0,2,2,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,UG-Yes,Yes
='362058004458',NY,NEW YORK,3620580,NEW YORK CITY PUBLIC SCHOOLS,4458,FIORELLO H LAGUARDIA HIGH SCHOOL,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,-9,No,No,No,No,140,386,0,2,92,425,0,2,86,227,356,839,38,116,712,1997,2,0,22,31,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,Yes,62,203,0,2,50,251,0,2,50,104,215,464,23,56,400,1082,0,0,8,14,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Yes,Yes
='362058004473',NY,NEW YORK,3620580,NEW YORK CITY PUBLIC SCHOOLS,4473,IN-TECH ACADEMY (MS/HS 368),No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,398,389,5,5,14,17,0,2,50,44,20,17,0,0,487,474,86,59,112,67,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,Yes,38,68,0,0,2,2,0,2,5,5,2,2,0,0,47,79,2,5,2,2,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,UG-Yes,Yes
='362058004474',NY,NEW YORK,3620580,NEW YORK CITY PUBLIC SCHOOLS,4474,JHS 88 PETER ROUGET,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,Yes,Yes,No,No,No,No,362,392,0,2,113,113,2,2,80,62,92,41,5,2,654,614,77,71,214,133,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,UG-Yes,No
='362058004485',NY,NEW YORK,3620580,NEW YORK CITY PUBLIC SCHOOLS,4485,TOWNSEND HARRIS HIGH SCHOOL,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,-9,No,No,No,No,47,89,5,8,173,479,5,5,17,47,101,146,5,5,353,779,0,0,13,7,Yes,14,26,0,2,44,119,2,2,5,17,23,32,2,2,90,200,0,0,0,0,Yes,41,77,5,5,158,440,5,5,14,38,89,134,2,5,314,704,0,0,11,5,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Yes,Yes
='362058004495',NY,NEW YORK,3620580,NEW YORK CITY PUBLIC SCHOOLS,4495,W E B DUBOIS ACADEMIC HIGH SCHOOL,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,-9,No,No,No,No,5,5,2,0,0,2,0,0,53,44,2,2,0,0,62,53,2,0,7,10,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Yes,Yes
='362058004497',NY,NEW YORK,3620580,NEW YORK CITY PUBLIC SCHOOLS,4497,BROOKLYN HIGH SCHOOL OF THE ARTS,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,-9,No,No,No,No,62,143,0,5,5,20,0,2,170,464,5,17,5,26,247,677,2,5,55,61,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,Yes,2,35,0,2,2,5,0,2,14,95,2,5,0,8,20,152,0,0,2,0,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Yes,Yes
='362058004518',NY,NEW YORK,3620580,NEW YORK CITY PUBLIC SCHOOLS,4518,MANHATTAN CENTER FOR SCIENCE & MATHEMATICS,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,440,431,5,5,146,146,0,5,161,173,44,29,17,11,813,800,20,26,103,46,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,Yes,113,128,0,2,53,56,0,2,29,53,14,8,5,0,214,249,0,0,2,2,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,UG-Yes,Yes
='362058004519',NY,NEW YORK,3620580,NEW YORK CITY PUBLIC SCHOOLS,4519,HIGH SCHOOL OF GRAPHIC COMMUNICATION ARTS,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,-9,No,No,No,No,38,38,0,0,0,2,0,0,29,29,2,0,2,2,71,71,5,2,28,13,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Yes,Yes
='362058004523',NY,NEW YORK,3620580,NEW YORK CITY PUBLIC SCHOOLS,4523,MS 113 RONALD EDMONDS LEARNING CENTER,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,Yes,Yes,No,No,No,No,50,26,2,2,5,2,5,2,167,143,8,2,0,0,237,177,11,2,73,37,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,UG-Yes,No
='362058004526',NY,NEW YORK,3620580,NEW YORK CITY PUBLIC SCHOOLS,4526,IS 75 FRANK D PAULO,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,Yes,Yes,No,No,No,No,77,62,2,2,62,56,2,2,8,11,590,503,2,2,743,638,8,5,211,91,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,UG-Yes,No
='362058004609',NY,NEW YORK,3620580,NEW YORK CITY PUBLIC SCHOOLS,4609,IS 77,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,Yes,Yes,No,No,No,No,395,374,0,2,53,47,0,0,17,8,62,50,0,2,527,483,128,98,169,88,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,UG-Yes,No
='362058004729',NY,NEW YORK,3620580,NEW YORK CITY PUBLIC SCHOOLS,4729,RICHARD R GREEN HIGH SCHOOL OF TEACHING,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,101,206,2,2,8,32,0,0,47,119,5,8,2,5,165,372,11,14,43,70,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,Yes,2,26,2,0,2,8,0,0,5,17,2,2,0,0,13,53,0,0,0,2,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,UG-Yes,Yes
='362058004778',NY,NEW YORK,3620580,NEW YORK CITY PUBLIC SCHOOLS,4778,MANHATTAN COMPREHENSIVE NIGHT AND DAY HIGH SCHOOL,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,146,146,2,8,104,62,5,2,110,113,29,14,0,2,396,347,212,152,25,19,Yes,5,2,0,0,11,11,0,0,5,8,2,0,0,0,23,21,11,8,2,0,Yes,5,5,0,0,14,11,0,0,8,11,2,2,0,0,29,29,14,17,0,0,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,UG-No,Yes
='362058004802',NY,NEW YORK,3620580,NEW YORK CITY PUBLIC SCHOOLS,4802,IS 230,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,Yes,Yes,No,No,No,No,344,332,5,2,227,215,2,0,2,8,35,26,0,2,615,585,68,65,103,40,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,UG-Yes,No
='362058004873',NY,NEW YORK,3620580,NEW YORK CITY PUBLIC SCHOOLS,4873,"NEW EXPLORATIONS INTO SCIENCE,TECH AND MATH HIGH SCHOOL",No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,-9,No,No,No,No,101,98,8,5,278,293,2,5,77,77,365,365,35,41,866,884,5,2,64,16,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,Yes,41,38,2,2,74,95,2,2,26,29,68,65,2,5,215,236,0,0,11,5,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Yes,Yes
='362058004878',NY,NEW YORK,3620580,NEW YORK CITY PUBLIC SCHOOLS,4878,"IS 318 MATH, SCIENCE & TECH THROUGH ARTS SCHOOL",No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,Yes,Yes,No,No,No,No,116,89,0,0,2,0,2,0,41,38,5,2,0,0,166,129,29,26,46,25,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,UG-Yes,No
='362058004879',NY,NEW YORK,3620580,NEW YORK CITY PUBLIC SCHOOLS,4879,BRONX INTERNATIONAL HIGH SCHOOL,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,-9,No,No,No,No,152,161,2,2,8,8,0,0,35,38,5,0,0,0,202,209,173,179,7,4,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,Yes,0,0,0,0,0,0,0,0,8,5,0,0,0,0,8,5,2,2,0,0,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Yes,Yes
='362058004886',NY,NEW YORK,3620580,NEW YORK CITY PUBLIC SCHOOLS,4886,PS/IS 323,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Yes,Yes,No,No,No,No,35,56,0,2,2,2,0,0,164,182,2,2,0,0,203,244,5,8,46,25,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,UG-Yes,No
='362058004887',NY,NEW YORK,3620580,NEW YORK CITY PUBLIC SCHOOLS,4887,IS 347 SCHOOL OF HUMANITIES,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,Yes,Yes,No,No,No,No,137,134,2,0,2,2,2,0,14,8,2,2,0,0,159,146,35,23,46,19,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,UG-Yes,No
='362058004888',NY,NEW YORK,3620580,NEW YORK CITY PUBLIC SCHOOLS,4888,"IS 349 MATH, SCIENCE AND TECHNOLOGY",No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,Yes,Yes,No,No,No,No,161,128,0,0,2,0,0,0,8,5,0,2,0,0,171,135,47,44,37,16,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,UG-Yes,No
='362058004889',NY,NEW YORK,3620580,NEW YORK CITY PUBLIC SCHOOLS,4889,SECONDARY SCHOOL FOR LAW,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,-9,No,No,No,No,35,50,0,2,5,2,0,0,71,170,8,2,5,8,124,234,8,2,25,28,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,Yes,0,8,0,2,2,2,0,0,5,32,2,2,2,2,11,48,0,0,2,2,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Yes,Yes
='362058004890',NY,NEW YORK,3620580,NEW YORK CITY PUBLIC SCHOOLS,4890,SCHOOL FOR INTERNATIONAL STUDIES,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,95,71,2,0,8,8,2,2,89,119,50,26,5,8,251,234,38,17,67,40,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,Yes,8,14,0,0,2,0,0,2,11,14,5,5,0,0,26,35,2,2,5,2,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,UG-Yes,Yes
